165.16	0.00540694
162.74	0.00502934
160.32	0.00465173
157.295	0.00422026
154.875	0.00384265
150.641	0.00341156
147.616	0.0030882
143.381	0.00271117
138.541	0.00233433
134.306	0.0020654
130.071	0.00185053
125.836	0.00163566
120.996	0.00147504
115.552	0.00131461
111.317	0.00120785
105.872	0.00110147
100.427	0.000995095
94.9822	0.000942772
91.3523	0.000943926
84.0925	0.00089218
78.0427	0.00084005
73.2028	0.000841589
67.758	0.00084332
62.9181	0.000844859
57.4733	0.00084659
52.6335	0.000848129
50.6335	0.000848129
