163.95	0.00789382
161.53	0.00751621
158.505	0.00708474
155.48	0.00665327
152.456	0.00622179
148.826	0.00579052
145.196	0.00541329
141.566	0.00509012
136.726	0.00471328
132.491	0.00444436
129.466	0.00428316
127.046	0.00417582
124.626	0.00401443
122.811	0.00396095
121.601	0.00390728
119.181	0.003854
116.157	0.00374685
113.737	0.00369357
111.922	0.00364009
110.107	0.00358661
108.292	0.00353313
105.267	0.00348004
102.847	0.00342676
100.427	0.00342753
97.4021	0.00337443
94.9822	0.0033752
91.9573	0.00332211
90.1423	0.00332269
87.1174	0.00332365
84.0925	0.00327056
81.6726	0.00327133
78.6477	0.00327229
75.6228	0.00327325
73.2028	0.00327402
70.7829	0.00322074
67.153	0.00322189
64.7331	0.00322266
61.1032	0.00322381
59.2883	0.00322439
55.6584	0.00322555
53.2384	0.00322632
50.2135	0.00322728
