163.95	0.00448841
162.74	0.00427258
161.53	0.0041108
159.715	0.00384111
158.505	0.00362528
157.295	0.00351755
156.69	0.00340964
155.48	0.00324786
154.27	0.00314014
153.06	0.00292431
151.246	0.00276272
149.431	0.00254708
147.616	0.0023855
145.196	0.00217005
143.381	0.00200846
140.961	0.00179302
138.541	0.00163162
135.516	0.00147042
132.491	0.00125517
128.861	0.00104011
126.441	0.000932769
124.626	0.000879292
123.416	0.000825623
122.206	0.000771953
120.391	0.000718476
119.181	0.000664807
117.367	0.00061133
116.157	0.000557661
113.737	0.000504376
110.712	0.000451284
108.897	0.000397807
106.477	0.000344522
103.452	0.00029143
98.6121	0.000238915
94.3772	0.000186208
88.3274	0.000134077
82.2776	0.0000819467
78.6477	0.0000831009
75.0178	0.000030201
68.968	-0.0000219294
67.758	0.0000325094
62.3132	-0.0000198134
56.8683	-0.0000180821
50.8185	-0.0000161585
